region,country,city,year,average_temperature
Asia,North Korea,Pyongyang,2004,52.65280899
Asia,North Korea,Pyongyang,2005,49.97987805
Asia,North Korea,Pyongyang,2006,51.83374613
Asia,North Korea,Pyongyang,2007,55.87607973
Asia,North Korea,Pyongyang,2008,52.35961538
Asia,North Korea,Pyongyang,2009,52.05521127
Asia,North Korea,Pyongyang,2010,51.11703297
Asia,North Korea,Pyongyang,2011,51.22382271
Asia,North Korea,Pyongyang,2012,50.68442623
Asia,North Korea,Pyongyang,2013,51.49534247
Asia,North Korea,Pyongyang,2014,53.21763085
Asia,North Korea,Pyongyang,2015,53.10796703
Asia,North Korea,Pyongyang,2016,53.02742382
Asia,North Korea,Pyongyang,2017,52.25452055
Asia,North Korea,Pyongyang,2018,52.11810585
Asia,North Korea,Pyongyang,2019,53.29610028
Asia,North Korea,Pyongyang,2020,40.83834586
Asia,Pakistan,Islamabad,1995,74.79246575
Asia,Pakistan,Islamabad,1996,74.56268861
Asia,Pakistan,Islamabad,1997,74.13425798
Asia,Pakistan,Islamabad,1998,76.08030726
Asia,Pakistan,Islamabad,1999,76.92963504
Asia,Pakistan,Islamabad,2000,79.21173554
Asia,Pakistan,Islamabad,2001,76.50494505
Asia,Pakistan,Islamabad,2002,76.54392655
Asia,Pakistan,Islamabad,2003,75.68260274
Asia,Pakistan,Islamabad,2004,76.2726776
Asia,Pakistan,Islamabad,2005,75.08972603
Asia,Pakistan,Islamabad,2006,76.51634615
Asia,Pakistan,Islamabad,2007,76.20879121
Asia,Pakistan,Islamabad,2008,75.53237311
Asia,Pakistan,Islamabad,2009,76.53787879
Asia,Pakistan,Islamabad,2010,76.6190411
Asia,Pakistan,Islamabad,2011,75.77917808
Asia,Pakistan,Islamabad,2012,75.67937158
Asia,Pakistan,Islamabad,2013,76.01465753
Asia,Pakistan,Islamabad,2014,75.4217033
Asia,Pakistan,Islamabad,2015,76.00700549
Asia,Pakistan,Islamabad,2016,76.9607438
Asia,Pakistan,Islamabad,2017,76.49259259
Asia,Pakistan,Islamabad,2018,76.97700831
Asia,Pakistan,Islamabad,2019,74.60934579
Asia,Pakistan,Islamabad,2020,69.09578544
Asia,Philippines,Manila,1995,80.56739726
Asia,Philippines,Manila,1996,81.36092896
Asia,Philippines,Manila,1997,81.78547945
Asia,Philippines,Manila,1998,83.17944444
Asia,Philippines,Manila,1999,81.43911846
Asia,Philippines,Manila,2000,81.90437158
Asia,Philippines,Manila,2001,82.3214876
Asia,Philippines,Manila,2002,82.05305556
Asia,Philippines,Manila,2003,82.0538674
Asia,Philippines,Manila,2004,82.05765027
Asia,Philippines,Manila,2005,82.17479452
Asia,Philippines,Manila,2006,82.36082192
Asia,Philippines,Manila,2007,82.56758242
Asia,Philippines,Manila,2008,81.94848485
Asia,Philippines,Manila,2009,81.66538462
Asia,Philippines,Manila,2010,83.27972603
Asia,Philippines,Manila,2011,81.82931507
Asia,Philippines,Manila,2012,82.40983607
Asia,Philippines,Manila,2013,82.76098901
Asia,Philippines,Manila,2014,82.56969697
Asia,Philippines,Manila,2015,83.01483516
Asia,Philippines,Manila,2016,83.65828729
Asia,Philippines,Manila,2017,83.10246575
Asia,Philippines,Manila,2018,83.07611111
Asia,Philippines,Manila,2019,83.48133705
Asia,Philippines,Manila,2020,83.81567164
Asia,Singapore,Singapore,1995,81.75616438
Asia,Singapore,Singapore,1996,81.63715847
Asia,Singapore,Singapore,1997,82.96082192
Asia,Singapore,Singapore,1998,83.12022161
Asia,Singapore,Singapore,1999,81.6032967
Asia,Singapore,Singapore,2000,81.57404372
Asia,Singapore,Singapore,2001,81.70849315
Asia,Singapore,Singapore,2002,82.60554017
Asia,Singapore,Singapore,2003,82.07637363
Asia,Singapore,Singapore,2004,82.23989071
Asia,Singapore,Singapore,2005,82.51369863
Asia,Singapore,Singapore,2006,82.04328767
Asia,Singapore,Singapore,2007,81.65934066
Asia,Singapore,Singapore,2008,81.56136986
Asia,Singapore,Singapore,2009,82.37774725
Asia,Singapore,Singapore,2010,82.67616438
Asia,Singapore,Singapore,2011,81.75369863
Asia,Singapore,Singapore,2012,81.7079235
Asia,Singapore,Singapore,2013,81.92273973
Asia,Singapore,Singapore,2014,82.36153846
Asia,Singapore,Singapore,2015,82.97472527
Asia,Singapore,Singapore,2016,83.29530387
Asia,Singapore,Singapore,2017,81.98821918
Asia,Singapore,Singapore,2018,82.33545706
Asia,Singapore,Singapore,2019,83.32144847
Asia,Singapore,Singapore,2020,83.05895522
Asia,South Korea,Seoul,1995,51.75342466
Asia,South Korea,Seoul,1996,51.63415301
Asia,South Korea,Seoul,1997,52.60246575
Asia,South Korea,Seoul,1998,54.81519337
Asia,South Korea,Seoul,1999,53.78461538
Asia,South Korea,Seoul,2000,52.37568306
Asia,South Korea,Seoul,2001,52.44175824
Asia,South Korea,Seoul,2002,53.08060942
Asia,South Korea,Seoul,2003,53.14328767
Asia,South Korea,Seoul,2004,54.84043716
Asia,South Korea,Seoul,2005,52.29369863
Asia,South Korea,Seoul,2006,54.02191781
Asia,South Korea,Seoul,2007,54.07713499
Asia,South Korea,Seoul,2008,53.93791209
Asia,South Korea,Seoul,2009,53.7456044
Asia,South Korea,Seoul,2010,53.08575342
Asia,South Korea,Seoul,2011,52.62520548
Asia,South Korea,Seoul,2012,52.72814208
Asia,South Korea,Seoul,2013,53.10794521
Asia,South Korea,Seoul,2014,54.58983516
Asia,South Korea,Seoul,2015,55.18736264
Asia,South Korea,Seoul,2016,55.46519337
Asia,South Korea,Seoul,2017,54.13534247
Asia,South Korea,Seoul,2018,54.24444444
Asia,South Korea,Seoul,2019,55.09498607
Asia,South Korea,Seoul,2020,43.5380597
Asia,Sri Lanka,Colombo,1995,81.84747191
Asia,Sri Lanka,Colombo,1996,81.18362069
Asia,Sri Lanka,Colombo,1997,81.53136531
Asia,Sri Lanka,Colombo,1998,82.82164634
Asia,Sri Lanka,Colombo,1999,81.08655172
Asia,Sri Lanka,Colombo,2000,81.02
Asia,Sri Lanka,Colombo,2001,81.0698895
Asia,Sri Lanka,Colombo,2002,80.86583333
Asia,Sri Lanka,Colombo,2003,81.38547945
Asia,Sri Lanka,Colombo,2004,81.0363388
Asia,Sri Lanka,Colombo,2005,81.18273973
Asia,Sri Lanka,Colombo,2006,81.15287671
Asia,Sri Lanka,Colombo,2007,81.42445055
Asia,Sri Lanka,Colombo,2008,81.01404959
Asia,Sri Lanka,Colombo,2009,81.54093407
Asia,Sri Lanka,Colombo,2010,81.56219178
Asia,Sri Lanka,Colombo,2011,81.48438356
Asia,Sri Lanka,Colombo,2012,81.52307692
Asia,Sri Lanka,Colombo,2013,81.2720339
Asia,Sri Lanka,Colombo,2014,81.35013774
Asia,Sri Lanka,Colombo,2015,81.6021978
Asia,Sri Lanka,Colombo,2016,82.3781768
Asia,Sri Lanka,Colombo,2017,81.67479452
Asia,Sri Lanka,Colombo,2018,80.65487465
Asia,Sri Lanka,Colombo,2019,81.84401114
Asia,Sri Lanka,Colombo,2020,83.14925373
Asia,Taiwan,Taipei,1995,73.02356164
Asia,Taiwan,Taipei,1996,73.39945355
Asia,Taiwan,Taipei,1997,73.14767123
Asia,Taiwan,Taipei,1998,74.60583333
Asia,Taiwan,Taipei,1999,70.27594937
Asia,Taiwan,Taipei,2000,73.22299652
Asia,Taiwan,Taipei,2001,73.7270195
Asia,Taiwan,Taipei,2002,75.0033241
Asia,Taiwan,Taipei,2003,74.35824176
Asia,Taiwan,Taipei,2004,73.47021858
Asia,Taiwan,Taipei,2005,73.6230137
Asia,Taiwan,Taipei,2006,74.38821918
Asia,Taiwan,Taipei,2007,74.05494505
Asia,Taiwan,Taipei,2008,74.15808219
Asia,Taiwan,Taipei,2009,74.26895604
Asia,Taiwan,Taipei,2010,73.77342466
Asia,Taiwan,Taipei,2011,72.7939726
Asia,Taiwan,Taipei,2012,73.29535519
Asia,Taiwan,Taipei,2013,73.75479452
Asia,Taiwan,Taipei,2014,74.00027473
Asia,Taiwan,Taipei,2015,74.5793956
Asia,Taiwan,Taipei,2016,74.72292818
Asia,Taiwan,Taipei,2017,75.0430137
Asia,Taiwan,Taipei,2018,75.4575
Asia,Taiwan,Taipei,2019,75.61587744
Asia,Taiwan,Taipei,2020,68.64328358
Asia,Tajikistan,Dusanbe,1995,52.47218543
Asia,Tajikistan,Dusanbe,1996,59.47058824
Asia,Tajikistan,Dusanbe,1997,67.08242424
Asia,Tajikistan,Dusanbe,1998,62.88433735
Asia,Tajikistan,Dusanbe,1999,67.71359649
Asia,Tajikistan,Dusanbe,2000,61.02484472
Asia,Tajikistan,Dusanbe,2001,61.32901961
Asia,Tajikistan,Dusanbe,2002,60.48864266
Asia,Tajikistan,Dusanbe,2003,59.30082192
Asia,Tajikistan,Dusanbe,2004,61.16092896
Asia,Tajikistan,Dusanbe,2005,59.85506849
Asia,Tajikistan,Dusanbe,2006,61.33506849
Asia,Tajikistan,Dusanbe,2007,60.42032967
Asia,Tajikistan,Dusanbe,2008,60.53791209
Asia,Tajikistan,Dusanbe,2009,60.06813187
Asia,Tajikistan,Dusanbe,2010,61.10493151
Asia,Tajikistan,Dusanbe,2011,60.70109589
Asia,Tajikistan,Dusanbe,2012,58.57322404
Asia,Tajikistan,Dusanbe,2013,61.01013699
Asia,Tajikistan,Dusanbe,2014,59.31483516
Asia,Tajikistan,Dusanbe,2015,61.2032967
Asia,Tajikistan,Dusanbe,2016,62.52176309
Asia,Tajikistan,Dusanbe,2017,61.80191781
Asia,Tajikistan,Dusanbe,2018,61.65509642
Asia,Tajikistan,Dusanbe,2019,61.36666667
Asia,Tajikistan,Dusanbe,2020,50.42537313
Asia,Thailand,Bangkok,1996,84.32213115
Asia,Thailand,Bangkok,1997,85.98931507
Asia,Thailand,Bangkok,1998,83.8398892
Asia,Thailand,Bangkok,1999,81.70769231
Asia,Thailand,Bangkok,2000,82.29754098
Asia,Thailand,Bangkok,2001,82.64876712
Asia,Thailand,Bangkok,2002,84.72908587
Asia,Thailand,Bangkok,2003,84.49232877
Asia,Thailand,Bangkok,2004,84.70273224
Asia,Thailand,Bangkok,2005,85.05506849
Asia,Thailand,Bangkok,2006,85.13972603
Asia,Thailand,Bangkok,2007,84.23653846
Asia,Thailand,Bangkok,2008,83.19164345
Asia,Thailand,Bangkok,2009,83.20659341
Asia,Thailand,Bangkok,2010,84.15232877
Asia,Thailand,Bangkok,2011,82.78410596
Asia,Turkmenistan,Ashabad,1995,63.4709589
Asia,Turkmenistan,Ashabad,1996,61.50328767
Asia,Turkmenistan,Ashabad,1997,63.03835616
Asia,Turkmenistan,Ashabad,1998,64.45612245
Asia,Turkmenistan,Ashabad,1999,64.40659341
Asia,Turkmenistan,Ashabad,2000,64.22377049
Asia,Turkmenistan,Ashabad,2001,64.28739726
Asia,Turkmenistan,Ashabad,2002,63.29196676
Asia,Turkmenistan,Ashabad,2003,62.26657534
Asia,Turkmenistan,Ashabad,2004,63.78114754
Asia,Turkmenistan,Ashabad,2005,64.36356164
Asia,Turkmenistan,Ashabad,2006,64.20767123
Asia,Turkmenistan,Ashabad,2007,63.28296703
Asia,Turkmenistan,Ashabad,2008,63.30686813
Asia,Turkmenistan,Ashabad,2009,63.33379121
Asia,Turkmenistan,Ashabad,2010,65.38027397
Asia,Turkmenistan,Ashabad,2011,62.83643836
Asia,Turkmenistan,Ashabad,2012,63.44508197
Asia,Turkmenistan,Ashabad,2013,65.19150685
Asia,Turkmenistan,Ashabad,2014,63.93324176
Asia,Turkmenistan,Ashabad,2015,65.05521978
Asia,Turkmenistan,Ashabad,2016,64.81243094
Asia,Turkmenistan,Ashabad,2017,64.49753425
Asia,Turkmenistan,Ashabad,2018,65.45
Asia,Turkmenistan,Ashabad,2019,65.19387187
Asia,Turkmenistan,Ashabad,2020,52.58656716
Asia,Uzbekistan,Tashkent,1995,59.0830137
Asia,Uzbekistan,Tashkent,1996,57.18196721
Asia,Uzbekistan,Tashkent,1997,60.76424419
Asia,Uzbekistan,Tashkent,1998,59.67852564
Asia,Uzbekistan,Tashkent,1999,60.31318681
Asia,Uzbekistan,Tashkent,2000,60.7863388
Asia,Uzbekistan,Tashkent,2001,61.31726027
Asia,Uzbekistan,Tashkent,2002,60.86177285
Asia,Uzbekistan,Tashkent,2003,60.16767123
Asia,Uzbekistan,Tashkent,2004,61.9295082
Asia,Uzbekistan,Tashkent,2005,61.09534247
Asia,Uzbekistan,Tashkent,2006,61.55726027
Asia,Uzbekistan,Tashkent,2007,61.20302198
Asia,Uzbekistan,Tashkent,2008,60.65631868
Asia,Uzbekistan,Tashkent,2009,61.02912088
Asia,Uzbekistan,Tashkent,2010,62.28465753
Asia,Uzbekistan,Tashkent,2011,60.46493151
Asia,Uzbekistan,Tashkent,2012,58.93825137
Asia,Uzbekistan,Tashkent,2013,61.28410959
Asia,Uzbekistan,Tashkent,2014,58.87115385
Asia,Uzbekistan,Tashkent,2015,61.32225275
Asia,Uzbekistan,Tashkent,2016,62.14779006
Asia,Uzbekistan,Tashkent,2017,60.7260274
Asia,Uzbekistan,Tashkent,2018,60.83434903
Asia,Uzbekistan,Tashkent,2019,62.00167131
Asia,Uzbekistan,Tashkent,2020,51.3880597
Asia,Vietnam,Hanoi,1995,74.3890411
Asia,Vietnam,Hanoi,1996,74.32431694
Asia,Vietnam,Hanoi,1997,75.91808219
Asia,Vietnam,Hanoi,1998,77.10361111
Asia,Vietnam,Hanoi,1999,75.91456044
Asia,Vietnam,Hanoi,2000,74.37814208
Asia,Vietnam,Hanoi,2001,74.33890411
Asia,Vietnam,Hanoi,2002,75.08365651
Asia,Vietnam,Hanoi,2003,75.97945205
Asia,Vietnam,Hanoi,2004,73.64262295
Asia,Vietnam,Hanoi,2005,74.30547945
Asia,Vietnam,Hanoi,2006,75.8490411
Asia,Vietnam,Hanoi,2007,75.8728022
Asia,Vietnam,Hanoi,2008,74.22664835
Asia,Vietnam,Hanoi,2009,76.35879121
Asia,Vietnam,Hanoi,2010,76.20794521
Asia,Vietnam,Hanoi,2011,73.58739726
Asia,Vietnam,Hanoi,2012,75.25628415
Asia,Vietnam,Hanoi,2013,75.30497238
Asia,Vietnam,Hanoi,2014,75.55412088
Asia,Vietnam,Hanoi,2015,77.16177285
Asia,Vietnam,Hanoi,2016,76.68429752
Asia,Vietnam,Hanoi,2017,76.18383562
Asia,Vietnam,Hanoi,2018,76.32797784
Asia,Vietnam,Hanoi,2019,77.23036212
Asia,Vietnam,Hanoi,2020,70.75074627
Australia/South Pacific,Australia,Brisbane,1995,61.50175342
Australia/South Pacific,Australia,Brisbane,1996,61.25579869
Australia/South Pacific,Australia,Brisbane,1997,62.15178082
Australia/South Pacific,Australia,Brisbane,1998,62.20084592
Australia/South Pacific,Australia,Brisbane,1999,62.47236264
Australia/South Pacific,Australia,Brisbane,2000,62.25021858
Australia/South Pacific,Australia,Brisbane,2001,62.22906593
Australia/South Pacific,Australia,Brisbane,2002,62.69033333
Australia/South Pacific,Australia,Brisbane,2003,62.38268064
Australia/South Pacific,Australia,Brisbane,2004,62.51846995
Australia/South Pacific,Australia,Brisbane,2005,62.71293151
Australia/South Pacific,Australia,Brisbane,2006,62.67490411
Australia/South Pacific,Australia,Brisbane,2007,63.26450549
Australia/South Pacific,Australia,Brisbane,2008,62.1367639
Australia/South Pacific,Australia,Brisbane,2009,63.40357143
Australia/South Pacific,Australia,Brisbane,2010,62.71435616
Australia/South Pacific,Australia,Brisbane,2011,62.53884932
Australia/South Pacific,Australia,Brisbane,2012,62.25568306
Australia/South Pacific,Australia,Brisbane,2013,63.38265642
Australia/South Pacific,Australia,Brisbane,2014,63.48395604
Australia/South Pacific,Australia,Brisbane,2015,63.06362637
Australia/South Pacific,Australia,Brisbane,2016,63.40822296
Australia/South Pacific,Australia,Brisbane,2017,63.45564693
Australia/South Pacific,Australia,Brisbane,2018,63.26409972
Australia/South Pacific,Australia,Brisbane,2019,63.87577951
Australia/South Pacific,Australia,Brisbane,2020,68.71641791
Australia/South Pacific,New Zealand,Auckland,1995,59.68406593
Australia/South Pacific,New Zealand,Auckland,1996,59.46448087
Australia/South Pacific,New Zealand,Auckland,1997,58.70328767
Australia/South Pacific,New Zealand,Auckland,1998,61.25429363
Australia/South Pacific,New Zealand,Auckland,1999,60.20851648
Australia/South Pacific,New Zealand,Auckland,2000,59.89123288
Australia/South Pacific,New Zealand,Auckland,2001,59.79035813
Australia/South Pacific,New Zealand,Auckland,2002,59.51538462
Australia/South Pacific,New Zealand,Auckland,2003,59.2977591
Australia/South Pacific,New Zealand,Auckland,2004,58.54672131
Australia/South Pacific,New Zealand,Auckland,2005,60.49178082
Australia/South Pacific,New Zealand,Auckland,2006,59.02547945
Australia/South Pacific,New Zealand,Auckland,2007,59.7282967
Australia/South Pacific,New Zealand,Auckland,2008,59.88434066
Australia/South Pacific,New Zealand,Auckland,2009,58.86291209
Australia/South Pacific,New Zealand,Auckland,2010,60.25
Australia/South Pacific,New Zealand,Auckland,2011,60.1090411
Australia/South Pacific,New Zealand,Auckland,2012,59.11277778
Australia/South Pacific,New Zealand,Auckland,2013,60.44109589
Australia/South Pacific,New Zealand,Auckland,2014,59.67307692
Australia/South Pacific,New Zealand,Auckland,2015,59.75824176
Australia/South Pacific,New Zealand,Auckland,2016,60.88370166
Australia/South Pacific,New Zealand,Auckland,2017,60.52219178
Australia/South Pacific,New Zealand,Auckland,2018,60.57950139
Australia/South Pacific,New Zealand,Auckland,2019,60.56267409
Australia/South Pacific,New Zealand,Auckland,2020,65.10373134
Europe,Albania,Tirana,1997,71.93478261
Europe,Albania,Tirana,1998,61.6125
Europe,Albania,Tirana,1999,63.11696113
Europe,Albania,Tirana,2000,63.17694524
Europe,Albania,Tirana,2001,61.2356
Europe,Albania,Tirana,2002,63.30126582
Europe,Albania,Tirana,2003,63.65484765
Europe,Albania,Tirana,2004,61.52383562
Europe,Albania,Tirana,2005,60.81129477
Europe,Albania,Tirana,2006,59.87486188
Europe,Albania,Tirana,2007,61.3293956
Europe,Albania,Tirana,2008,60.66318681
Europe,Albania,Tirana,2009,61.15623269
Europe,Albania,Tirana,2010,60.56876712
Europe,Albania,Tirana,2011,59.91863014
Europe,Albania,Tirana,2012,60.31972603
Europe,Albania,Tirana,2013,60.41315068
Europe,Albania,Tirana,2014,60.65302198
Europe,Albania,Tirana,2015,60.96428571
Europe,Albania,Tirana,2016,60.73259669
Europe,Albania,Tirana,2017,60.38465753
Europe,Albania,Tirana,2018,62.09611111
Europe,Albania,Tirana,2019,61.66805556
Europe,Albania,Tirana,2020,51.15970149
Europe,Austria,Vienna,1995,50.25123288
Europe,Austria,Vienna,1996,47.67677596
Europe,Austria,Vienna,1997,49.68273973
Europe,Austria,Vienna,1998,51.33795014
Europe,Austria,Vienna,1999,50.95521978
Europe,Austria,Vienna,2000,52.75956284
Europe,Austria,Vienna,2001,50.8230137
Europe,Austria,Vienna,2002,51.86897507
Europe,Austria,Vienna,2003,51.49506849
Europe,Austria,Vienna,2004,50.60300546
Europe,Austria,Vienna,2005,50.30219178
Europe,Austria,Vienna,2006,51.23534247
Europe,Austria,Vienna,2007,53.00906593
Europe,Austria,Vienna,2008,52.59123288
Europe,Austria,Vienna,2009,51.7739011
Europe,Austria,Vienna,2010,49.25068493
Europe,Austria,Vienna,2011,51.27945205
Europe,Austria,Vienna,2012,51.91147541
Europe,Austria,Vienna,2013,51.42630137
Europe,Austria,Vienna,2014,53.35302198
Europe,Austria,Vienna,2015,53.4728022
Europe,Austria,Vienna,2016,52.10826446
Europe,Austria,Vienna,2017,52.35150685
Europe,Austria,Vienna,2018,53.78895028
Europe,Austria,Vienna,2019,53.91222222
Europe,Austria,Vienna,2020,44.92462687
Europe,Belarus,Minsk,1995,44.31260274
Europe,Belarus,Minsk,1996,41.64972678
Europe,Belarus,Minsk,1997,42.9709589
Europe,Belarus,Minsk,1998,44.44229692
Europe,Belarus,Minsk,1999,46.92802198
Europe,Belarus,Minsk,2000,46.96120219
Europe,Belarus,Minsk,2001,45.36712329
Europe,Belarus,Minsk,2002,46.53379501
Europe,Belarus,Minsk,2003,44.60410959
Europe,Belarus,Minsk,2004,44.71994536
Europe,Belarus,Minsk,2005,45.14493151
Europe,Belarus,Minsk,2006,45.16767123
Europe,Belarus,Minsk,2007,46.75509642
Europe,Belarus,Minsk,2008,46.9728022
Europe,Belarus,Minsk,2009,45.01675824
Europe,Belarus,Minsk,2010,44.88657534
Europe,Belarus,Minsk,2011,46.51178082
Europe,Belarus,Minsk,2012,45.11174863
Europe,Belarus,Minsk,2013,46.32
Europe,Belarus,Minsk,2014,46.8206044
Europe,Belarus,Minsk,2015,48.24945055
Europe,Belarus,Minsk,2016,46.4121547
Europe,Belarus,Minsk,2017,46.09578313
Europe,Belarus,Minsk,2018,44.42130584
Europe,Belarus,Minsk,2019,44.48718861
Europe,Belarus,Minsk,2020,38.00756303
Europe,Belgium,Brussels,1995,51.70109589
Europe,Belgium,Brussels,1996,48.19180328
Europe,Belgium,Brussels,1997,51.13260274
Europe,Belgium,Brussels,1998,51.29833795
Europe,Belgium,Brussels,1999,52.12582418
Europe,Belgium,Brussels,2000,52.31502732
Europe,Belgium,Brussels,2001,51.58739726
Europe,Belgium,Brussels,2002,52.33351801
Europe,Belgium,Brussels,2003,52.32383562
Europe,Belgium,Brussels,2004,51.62978142
Europe,Belgium,Brussels,2005,52.14027397
Europe,Belgium,Brussels,2006,52.05589041
Europe,Belgium,Brussels,2007,52.14505495
Europe,Belgium,Brussels,2008,51.06994536
Europe,Belgium,Brussels,2009,51.26126374
Europe,Belgium,Brussels,2010,48.83561644
Europe,Belgium,Brussels,2011,52.47561644
Europe,Belgium,Brussels,2012,50.75737705
Europe,Belgium,Brussels,2013,49.85534247
Europe,Belgium,Brussels,2014,53.1260989
Europe,Belgium,Brussels,2015,51.9260989
Europe,Belgium,Brussels,2016,51.56104972
Europe,Belgium,Brussels,2017,52.13232877
Europe,Belgium,Brussels,2018,53.05734072
Europe,Belgium,Brussels,2019,52.50389972
Europe,Belgium,Brussels,2020,46.91567164
Europe,Bulgaria,Sofia,1995,49.43013699
Europe,Bulgaria,Sofia,1997,48.78
Europe,Bulgaria,Sofia,1998,50.73711911
Europe,Bulgaria,Sofia,1999,51.01043956
Europe,Bulgaria,Sofia,2000,51.72759563
Europe,Bulgaria,Sofia,2001,50.72410959
Europe,Bulgaria,Sofia,2002,50.43407202
Europe,Bulgaria,Sofia,2003,50.17205479
Europe,Bulgaria,Sofia,2004,50.53961749
Europe,Bulgaria,Sofia,2005,49.13972603
Europe,Bulgaria,Sofia,2006,50.41808219
Europe,Bulgaria,Sofia,2007,53.54395604
Europe,Bulgaria,Sofia,2008,53.39561644
Europe,Bulgaria,Sofia,2009,52.65494505
Europe,Bulgaria,Sofia,2010,52.86109589
Europe,Bulgaria,Sofia,2011,51.45561644
Europe,Bulgaria,Sofia,2012,53.20355191
Europe,Bulgaria,Sofia,2013,53.48493151
Europe,Bulgaria,Sofia,2014,53.13598901
Europe,Bulgaria,Sofia,2015,53.37005495
Europe,Bulgaria,Sofia,2016,53.37292818
Europe,Bulgaria,Sofia,2017,52.6539726
Europe,Bulgaria,Sofia,2018,53.04238227
Europe,Bulgaria,Sofia,2019,53.2362117
Europe,Bulgaria,Sofia,2020,42.10820896
Europe,Croatia,Zagreb,1996,52.17897898
Europe,Croatia,Zagreb,1997,51.82138889
Europe,Croatia,Zagreb,1998,52.3502809
Europe,Croatia,Zagreb,1999,53.65730028
Europe,Croatia,Zagreb,2000,55.85412088
Europe,Croatia,Zagreb,2001,54.16164384
Europe,Croatia,Zagreb,2002,54.75472222
Europe,Croatia,Zagreb,2003,54.45945205
Europe,Croatia,Zagreb,2004,53.04726776
Europe,Croatia,Zagreb,2005,52.23835616
Europe,Croatia,Zagreb,2006,54.22054795
Europe,Croatia,Zagreb,2007,55.78291317
Europe,Croatia,Zagreb,2008,55.2206044
Europe,Croatia,Zagreb,2009,55.24697802
Europe,Croatia,Zagreb,2010,53.21671233
Europe,Croatia,Zagreb,2011,54.72739726
Europe,Croatia,Zagreb,2012,55.5636612
Europe,Croatia,Zagreb,2013,54.37013699
Europe,Croatia,Zagreb,2014,56.22087912
Europe,Croatia,Zagreb,2015,55.70494505
Europe,Croatia,Zagreb,2016,54.83213296
Europe,Croatia,Zagreb,2017,55.57205479
Europe,Croatia,Zagreb,2018,56.49275766
Europe,Croatia,Zagreb,2019,56.55710306
Europe,Croatia,Zagreb,2020,47.54962406
Europe,Cyprus,Nicosia,1995,64.99393939
Europe,Cyprus,Nicosia,1996,69.69531773
Europe,Cyprus,Nicosia,1997,63.42463768
Europe,Cyprus,Nicosia,1998,71.31666667
Europe,Cyprus,Nicosia,1999,65.79868421
Europe,Cyprus,Nicosia,2000,72.80611511
Europe,Cyprus,Nicosia,2001,67.96958904
Europe,Cyprus,Nicosia,2002,67.40430108
Europe,Cyprus,Nicosia,2003,58.12142857
Europe,Cyprus,Nicosia,2004,72.95276596
Europe,Cyprus,Nicosia,2005,66.42958904
Europe,Cyprus,Nicosia,2006,66.32821918
Europe,Cyprus,Nicosia,2007,67.18156425
Europe,Cyprus,Nicosia,2008,68.05534247
Europe,Cyprus,Nicosia,2009,69.02695312
Europe,Cyprus,Nicosia,2010,90.1
Europe,Czech Republic,Prague,1995,46.76657534
Europe,Czech Republic,Prague,1996,43.50437158
Europe,Czech Republic,Prague,1997,46.2369863
Europe,Czech Republic,Prague,1998,47.77977839
Europe,Czech Republic,Prague,1999,47.93131868
Europe,Czech Republic,Prague,2000,49.08196721
Europe,Czech Republic,Prague,2001,46.97013699
Europe,Czech Republic,Prague,2002,48.2398892
Europe,Czech Republic,Prague,2003,48.11260274
Europe,Czech Republic,Prague,2004,47.36994536
Europe,Czech Republic,Prague,2005,47.35424658
Europe,Czech Republic,Prague,2006,48.33561644
Europe,Czech Republic,Prague,2007,49.80961538
Europe,Czech Republic,Prague,2008,48.86483516
Europe,Czech Republic,Prague,2009,48.45412088
Europe,Czech Republic,Prague,2010,45.98630137
Europe,Czech Republic,Prague,2011,48.66575342
Europe,Czech Republic,Prague,2012,48.32240437
Europe,Czech Republic,Prague,2013,46.99369863
Europe,Czech Republic,Prague,2014,49.92664835
Europe,Czech Republic,Prague,2015,50.36291209
Europe,Czech Republic,Prague,2016,49.05690608
Europe,Czech Republic,Prague,2017,48.76465753
Europe,Czech Republic,Prague,2018,51.00747922
Europe,Czech Republic,Prague,2019,50.3913649
Europe,Czech Republic,Prague,2020,42.09402985
Europe,Denmark,Copenhagen,1995,46.24136986
Europe,Denmark,Copenhagen,1996,43.45327869
Europe,Denmark,Copenhagen,1997,47.07863014
Europe,Denmark,Copenhagen,1998,46.67451524
Europe,Denmark,Copenhagen,1999,47.67637363
Europe,Denmark,Copenhagen,2000,48.3147541
Europe,Denmark,Copenhagen,2001,46.67643836
Europe,Denmark,Copenhagen,2002,47.9734072
Europe,Denmark,Copenhagen,2003,47.11150685
Europe,Denmark,Copenhagen,2004,47.06693989
Europe,Denmark,Copenhagen,2005,47.11561644
Europe,Denmark,Copenhagen,2006,48.22684932
Europe,Denmark,Copenhagen,2007,48.59313187
Europe,Denmark,Copenhagen,2008,48.40928962
Europe,Denmark,Copenhagen,2009,47.51373626
Europe,Denmark,Copenhagen,2010,44.38657534
Europe,Denmark,Copenhagen,2011,47.74273973
Europe,Denmark,Copenhagen,2012,46.79535519
Europe,Denmark,Copenhagen,2013,46.90164384
Europe,Denmark,Copenhagen,2014,49.88159341
Europe,Denmark,Copenhagen,2015,48.37472527
Europe,Denmark,Copenhagen,2016,48.0878453
Europe,Denmark,Copenhagen,2017,47.95479452
Europe,Denmark,Copenhagen,2018,49.4601108
Europe,Denmark,Copenhagen,2019,49.30278552
